USERNAME,TIME,REVIEW,text_clean,text_normalized,label
abdullah alghamdi,8 months ago,One of their perfumes is good - the one I attached a picture of is excellent - but their after-sales service is very bad âŒâŒâŒ I bought two perfumes and I liked one of them and came back after a few hours to exchange the one I didn't like for â€¦,one of their perfumes is good the one i attached a picture of is excellent but their after sales service is very bad â œâ œâ œ i bought two perfumes and i liked one of them and came back after a few hours to exchange the one i didn t like for â,one of their perfumes is good the one i attached a picture of is excellent but their after sales service is very bad â œâ œâ œ i bought two perfumes and i liked one of them and came back after a few hours to exchange the one i didn t like for â,Positif
Purnama 2295,8 months ago,Store Gi Wanginya enak2 but unfortunately there is a female employee with a bad attitude who doesn't respond to customers who want to buy..,store gi wanginya enak but unfortunately there is a female employee with a bad attitude who doesn t respond to customers who want to buy,store gi aromanya enak but unfortunately there is a female employee with a bad attitude who doesn t respond to customers who want to buy,Netral
Dio Fadhillah,8 months ago,"A little input, the facial expressions and gazes of the staff at this GI branch should probably be controlled, I intended to stop by to sniff & buy the product but had to get a ""side eye"" with an unpleasant stare, finally I decided not to â€¦",a little input the facial expressions and gazes of the staff at this gi branch should probably be controlled i intended to stop by to sniff buy the product but had to get a side eye with an unpleasant stare finally i decided not to â,a little input the facial expressions and gazes of the staff at this gi branch should probably be controlled i intended to stop by to sniff buy the product but had to get a side eye with an unpleasant stare finally i decided not to â,Positif
Caroline Lim,8 months ago,It's so fragrant that I'm confused about which one to choose.,it s so fragrant that i m confused about which one to choose,it s so fragrant that i m confused about which one to choose,Positif
Risanto Darmawan,Edited 8 months ago,"Great accessories for men and women, best local perfumes. You should have one too",great accessories for men and women best local perfumes you should have one too,great accessories for men and women best local perfumes you should have one too,Positif
Ernita Agustina,Edited 8 months ago,"I really like their perfumes mainly Orgsm and Ambar janma plus Elea, I often buy through online stores. I plan to visit her offline store because of that love me with all their perfumes that never disappoint",i really like their perfumes mainly orgsm and ambar janma plus elea i often buy through online stores i plan to visit her offline store because of that love me with all their perfumes that never disappoint,i really like their perfumes mainly orgsm and ambar janma plus elea i often buy through online stores i plan to visit her offline store because of that love me with all their perfumes that never disappoint,Positif
farhan johari,8 months ago,"Purchase above 1M rupiah, get free 1 bottle of perfume.. buy 3, free 1.",purchase above m rupiah get free bottle of perfume buy free,purchase above m rupiah get free bottle of perfume buy free,Netral
Jolly Honest,8 months ago,"Cool, the perfume smells great",cool the perfume smells great,cool the perfume smells great,Positif
Desinta Fitriani,8 months ago,the fragrance is really good,the fragrance is really good,the fragrance is really good,Positif
Satryo Sunu,8 months ago,"The staff is friendly, you can claim samples here in the afternoon.",the staff is friendly you can claim samples here in the afternoon,the staff is friendly you can claim samples here in the afternoon,Positif
Aditya Rifa'i,8 months ago,the scent really sticks,the scent really sticks,the scent really sticks,Netral
Jessica Fortunata,a day ago,The perfumes all smell good and the staff are very friendly in explaining the product details ðŸ’– â€¦,the perfumes all smell good and the staff are very friendly in explaining the product details ðÿ â,the perfumes all smell good and the staff are very friendly in explaining the product details ðÿ â,Positif
nurina thalita,a week ago,"The service is very friendly, and I got a discount, hopefully there will be more discounts, hahaðŸ«¶ðŸ» â€¦",the service is very friendly and i got a discount hopefully there will be more discounts hahaðÿ ðÿ â,the service is very friendly and i got a discount hopefully there will be more discounts hahaðÿ ðÿ â,Positif
Tara Psyahada,a week ago,"I really like the scent, my favorite troupe for all situationsðŸ«¶ðŸ» â€¦",i really like the scent my favorite troupe for all situationsðÿ ðÿ â,i really like the scent my favorite troupe for all situationsðÿ ðÿ â,Positif
Rifaldo,a week ago,"Having a good experience at this store. Nice talk and recommendation, also a proper promotion information.",having a good experience at this store nice talk and recommendation also a proper promotion information,having a good experience at this store nice talk and recommendation also a proper promotion information,Positif
eveline Kie,a week ago,Tasya is very friendly,tasya is very friendly,tasya is very friendly,Positif
Galan Abrar,a week ago,"Very good service, thank you, Tasya",very good service thank you tasya,very good service thank you tasya,Positif
charlene,a week ago,"Her sister is very kind, especially her sister Tasya, she is very kind and patient ðŸ˜ â€¦",her sister is very kind especially her sister tasya she is very kind and patient ðÿ â,her sister is very kind especially her sister tasya she is very kind and patient ðÿ â,Netral
Anisa Putri ruswana,a week ago,"Sis Icha is the best, super cool poll, friendly, adorable and cute",sis icha is the best super cool poll friendly adorable and cute,sis icha is the best super cool poll friendly adorable and cute,Positif
Anitaptr,a week ago,"The service is very good and Icha is very friendly, very exciting",the service is very good and icha is very friendly very exciting,the service is very good and icha is very friendly very exciting,Positif
Mia Julianty Sinaga,a week ago,recommendation,recommendation,recommendation,Netral
Imelda Amalia,2 weeks ago,Good service and good information,good service and good information,good service and good information,Positif
Alvaro Gyani Arfa Kurniawan,2 weeks ago,"Saff & co. Saff's fragrance is delicious and long-lasting, and Ka Ica is also friendly and patient in explaining things. God willing, I will order again next time. Thank you Ka Ica...",saff co saff s fragrance is delicious and long lasting and ka ica is also friendly and patient in explaining things god willing i will order again next time thank you ka ica,saff co saff s fragrance is delicious and long lasting and ka ica is also friendly and patient in explaining things god willing i will order again next time thank you ka ica,Positif
Rinda Yani Saragi,2 weeks ago,The perfume smells really good.,the perfume smells really good,the perfume smells really good,Positif
Shania Aili Putri,2 weeks ago,kind and friendly,kind and friendly,kind and friendly,Positif
Kyle Hyung,2 weeks ago,"The service is good, the explanations are all clear and help us to choose, the perfume smells good and lasts a long time",the service is good the explanations are all clear and help us to choose the perfume smells good and lasts a long time,the service is good the explanations are all clear and help us to choose the perfume smells good and lasts a long time,Positif
Helen Carolina,2 weeks ago,Best local parfume..MUST TRYâ€¼ï¸ðŸ‘ðŸ» â€¦,best local parfume must tryâ ¼ï ðÿ ðÿ â,best local parfume must tryâ ¼ï ðÿ ðÿ â,Positif
Hrd Sbm,2 weeks ago,Parfum the best,parfum the best,parfum the best,Positif
ferina callista,2 weeks ago,"I always come here every month. I'm a regular customer, all the members are friendly, and the products are really worth it.",i always come here every month i m a regular customer all the members are friendly and the products are really worth it,i always come here every month i m a regular customer all the members are friendly and the products are really sepadan it,Positif
Salsabila Putri Rahmania,2 weeks ago,A great service and have so many products.,a great service and have so many products,a great service and have so many products,Positif
Ryan Gustya,2 weeks ago,"It has a lot of fragrance, recommended for indoor or outdoor use.",it has a lot of fragrance recommended for indoor or outdoor use,it has a lot of fragrance recommended for indoor or outdoor use,Positif
Andrew Yudhi Hartomo,2 weeks ago,"the collection is large, the fragrance is delicious",the collection is large the fragrance is delicious,the collection is large the fragrance is delicious,Positif
Rahma Ashara,3 weeks ago,"We went directly to the store and the service was super friendly! The staff was very helpful, patiently explaining each perfume variant one by one and didn't pressure us into buying. We were also given time to try them all out until we found the right one.",we went directly to the store and the service was super friendly the staff was very helpful patiently explaining each perfume variant one by one and didn t pressure us into buying we were also given time to try them all out until we found the right one,we went directly to the store and the service was super friendly the staff was very helpful patiently explaining each perfume variant one by one and didn t pressure us into buying we were also given time to try them all out until we found the right one,Positif
HENDRIANTO YAP,3 weeks ago,"The smell is great... Anyway, it keeps your wallet safe",the smell is great anyway it keeps your wallet safe,the smell is great anyway it keeps your wallet safe,Positif
Urdha Vish,3 weeks ago,The service is friendly,the service is friendly,the service is friendly,Positif
Jennifer Arlene,3 weeks ago,"The service is good and very friendly, the place is also nice and clean",the service is good and very friendly the place is also nice and clean,the service is good and very friendly the place is also nice and clean,Positif
Laurentia Agatha,3 weeks ago,"The smell is so delicious, it's amazing.",the smell is so delicious it s amazing,the smell is so delicious it s amazing,Positif
Yuli Setiawati,3 weeks ago,"The smell is delicious and long lasting, the best thing",the smell is delicious and long lasting the best thing,the smell is delicious and long lasting the best thing,Positif
Yosefine jeanny,3 weeks ago,Pelayanan mantulitii mb ichaaðŸ«¶ðŸ»ðŸ˜˜ â€¦,pelayanan mantulitii mb ichaaðÿ ðÿ ðÿ â,pelayanan mantulitii mb ichaaðÿ ðÿ ðÿ â,Netral
Dava Aditya,4 weeks ago,"Sister Icha, your service is really goodðŸ™ŒðŸ»ðŸ™ŒðŸ»ðŸ™ŒðŸ»ðŸ™ŒðŸ»they all smell good so I'm confused about which one to choose â€¦",sister icha your service is really goodðÿ œðÿ ðÿ œðÿ ðÿ œðÿ ðÿ œðÿ they all smell good so i m confused about which one to choose â,sister icha your service is really goodðÿ œðÿ ðÿ œðÿ ðÿ œðÿ ðÿ œðÿ they all smell good so i m confused about which one to choose â,Positif
Marshella Novitasari,a month ago,"cool, friendly, fun",cool friendly fun,cool friendly fun,Positif
Mg Wnd,a month ago,"The fragrance and durability are top notch, worth buying at a good price",the fragrance and durability are top notch worth buying at a good price,the fragrance and durability are top notch sepadan buying at a good price,Positif
liandy susanto,a month ago,The fragrance lasts really long,the fragrance lasts really long,the fragrance lasts really long,Netral
Raka Pria Nirwana,a month ago,"Sales was great, Ka Icha have a good product knowledge and promos! Kudos",sales was great ka icha have a good product knowledge and promos kudos,sales was great ka icha have a good product knowledge and promos kudos,Positif
Riandiva Pervinatalie,a month ago,"The staff are friendly, the smell is nice",the staff are friendly the smell is nice,the staff are friendly the smell is nice,Positif
Sheren Olivia,a month ago,"a very good perfume that last long ðŸ¥°, the staff are also very nice â€¦",a very good perfume that last long ðÿ the staff are also very nice â,a very good perfume that last long ðÿ the staff are also very nice â,Positif
kayla tinaya,a month ago,the fragrance is very long lasting and the mba is very helpfull.ðŸ¤ â€¦,the fragrance is very long lasting and the mba is very helpfull ðÿ â,the fragrance is very long lasting and the mba is very helpfull ðÿ â,Positif
Raymond yerry,a month ago,"Tasya's sister is informative and friendly, 5 stars in short",tasya s sister is informative and friendly stars in short,tasya s sister is informative and friendly stars in short,Positif
Denot Nurwahyudi,a month ago,Recommended and very helpful SPG,recommended and very helpful spg,recommended and very helpful spg,Positif
desman panjaitan,a month ago,"The perfume smells good, the sales staff are friendly",the perfume smells good the sales staff are friendly,the perfume smells good the sales staff are friendly,Positif
Tji Jamsuli,a month ago,"Ms. Tasya, your service is really good.. highly recommended..",ms tasya your service is really good highly recommended,ms tasya your service is really good highly recommended,Positif
Debhora Santoso,a month ago,"Friendly, polite and all the variants are delicious",friendly polite and all the variants are delicious,friendly polite and all the variants are delicious,Positif
tina tanoto,a month ago,"After buying perfume here, the service was so friendly that I was confused about which one to buy â¤ï¸",after buying perfume here the service was so friendly that i was confused about which one to buy â ï,after buying perfume here the service was so friendly that i was confused about which one to buy â ï,Positif
Novella Vella,a month ago,My favorite chocolate ðŸ¥°ðŸ’– â€¦,my favorite chocolate ðÿ ðÿ â,my favorite chocolate ðÿ ðÿ â,Positif
Haura Tsabita,a month ago,Her older sister really helped me sniff the perfume,her older sister really helped me sniff the perfume,her older sister really helped me sniff the perfume,Netral
alexandra alessia,a month ago,"very friendly service, and recommend the right variantâ€¦ informative",very friendly service and recommend the right variantâ informative,very friendly service and recommend the right variantâ informative,Positif
Kiki Kartikasari,a month ago,"Honestly, the fragrance is delicious, the price is worth it too..",honestly the fragrance is delicious the price is worth it too,honestly the fragrance is delicious the price is sepadan it too,Positif
Meidy Safitri,a month ago,"The best and most long-lasting perfume, the best!! The service is also really good",the best and most long lasting perfume the best the service is also really good,the best and most long lasting perfume the best the service is also really good,Positif
Michelle Excelia wangulimala,a month ago,The perfume is so fragrant...,the perfume is so fragrant,the perfume is so fragrant,Positif
Lilis Anjung sari,a month ago,"Top, really cool, really friendly, Icha & Tasya, Sarangeo â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸",top really cool really friendly icha tasya sarangeo â ï â ï â ï â ï â ï,top really cool really friendly icha tasya sarangeo â ï â ï â ï â ï â ï,Positif
Niyoww Chienenen,a month ago,"The fragrance lasts a long time, it's really nice",the fragrance lasts a long time it s really nice,the fragrance lasts a long time it s really nice,Positif
???,2 months ago,Mba Icha is very helpful and good attitude.,mba icha is very helpful and good attitude,mba icha is very helpful and good attitude,Positif
Grisella Febriani,2 months ago,love the smell! repurchasing irai leima & ostara all the timeee,love the smell repurchasing irai leima ostara all the timee,love the smell repurchasing irai leima ostara all the timee,Positif
Meinita Angelina,2 months ago,"Favorite perfume!!! I really like the smell, coincidentally there is a store now. So you can try the variants first before buying ðŸ˜ â€¦",favorite perfume i really like the smell coincidentally there is a store now so you can try the variants first before buying ðÿ â,favorite perfume i really like the smell coincidentally there is a store now so you can try the variants first before buying ðÿ â,Positif
Carren priscilla,2 months ago,"I really like the Luoi NTA perfume, it lasts a long time, I only spray it once",i really like the luoi nta perfume it lasts a long time i only spray it once,i really like the luoi nta perfume it lasts a long time i only spray it once,Netral
Lisari Ramadhanty,2 months ago,Loved my experience at the Saff & Co booth in Summarecon Mall Serpong.,loved my experience at the saff co booth in summarecon mall serpong,loved my experience at the saff co booth in summarecon mall serpong,Positif
 kind, were super patient," and really took the time to â€¦""",and really took the time to â,and really took the time to â,Netral
Sukini Amukk,2 months ago,the service is good ðŸ¤©ðŸ‘ðŸ» â€¦,the service is good ðÿ ðÿ ðÿ â,the service is good ðÿ ðÿ ðÿ â,Positif
Stevanny Clarissa,3 months ago,"The service is 10/10, the staff was very helpful ðŸ˜Š â€¦",the service is the staff was very helpful ðÿ š â,the service is the staff was very helpful ðÿ š â,Positif
Ting Ting Oey,3 months ago,"Great fragrance, affordable price dbest",great fragrance affordable price dbest,great fragrance affordable price dbest,Positif
kadek danayasa,3 months ago,"Nice place, nice aroma",nice place nice aroma,nice place nice aroma,Positif
sunny 8998,4 months ago,"cool, suitable for looking for gifts",cool suitable for looking for gifts,cool suitable for looking for gifts,Positif
Opan Syaputra,4 months ago,"The service is good, the staff is very helpful ðŸ‘ðŸ‘ â€¦",the service is good the staff is very helpful ðÿ ðÿ â,the service is good the staff is very helpful ðÿ ðÿ â,Positif
Putri Rahmadhani,4 months ago,"The lady is nice and friendly, highly recommended, the perfume smells good",the lady is nice and friendly highly recommended the perfume smells good,the lady is nice and friendly highly recommended the perfume smells good,Positif
Ruriet Arianti,4 months ago,Good products and very good service from their staff.,good products and very good service from their staff,good products and very good service from their staff,Positif
Muhammad Arfah,4 months ago,The service is good and friendly,the service is good and friendly,the service is good and friendly,Positif
Mustache Mustache,6 months ago,"100% The perfume smells really good, I really like it",the perfume smells really good i really like it,the perfume smells really good i really like it,Positif
KyleHanell Lie,6 months ago,"The perfume is great, there are some that are really manly, really cool",the perfume is great there are some that are really manly really cool,the perfume is great there are some that are really manly really cool,Positif
Mitha ardha,6 months ago,I really like that Saff n Co boots are finally available and I can smell their newest perfume. Thank you to my sugar baby Erlangga Ardhan Pratama for buying them ðŸ˜˜ â€¦,i really like that saff n co boots are finally available and i can smell their newest perfume thank you to my sugar baby erlangga ardhan pratama for buying them ðÿ â,i really like that saff n co boots are finally available and i can smell their newest perfume thank you to my sugar baby erlangga ardhan pratama for buying them ðÿ â,Netral
Veve Tian,7 months ago,The staff is friendly and the product is really good. Thanks,the staff is friendly and the product is really good thanks,the staff is friendly and the product is really good thanks,Positif
safubot gading serpong,7 months ago,"Long lasting fragrance, recommendation, detailed explanationðŸ¥°ðŸ˜ â€¦",long lasting fragrance recommendation detailed explanationðÿ ðÿ â,long lasting fragrance recommendation detailed explanationðÿ ðÿ â,Positif
Ahmad Omon,7 months ago,"The display is neat, there are many perfume varieties, the service is good.",the display is neat there are many perfume varieties the service is good,the display is neat there are many perfume varieties the service is good,Positif
Villya Azzahra,7 months ago,"Yesterday I bought it here, Sis Siti served me with super good service, detailed explanation, the perfume is also long-lasting, I just reviewed it today because I wanted to check the durability of the perfume ðŸ¥°ðŸ¥°ðŸ¥° â€¦",yesterday i bought it here sis siti served me with super good service detailed explanation the perfume is also long lasting i just reviewed it today because i wanted to check the durability of the perfume ðÿ ðÿ ðÿ â,yesterday i bought it here sis siti served me with super good service detailed explanation the perfume is also long lasting i just reviewed it today because i wanted to check the durability of the perfume ðÿ ðÿ ðÿ â,Positif
Renhard RJ,7 months ago,"The perfume is fresh, the staff is friendly",the perfume is fresh the staff is friendly,the perfume is fresh the staff is friendly,Positif
Ahmad Omon,7 months ago,"The staff is friendly, the perfume smells good, lots of varieties",the staff is friendly the perfume smells good lots of varieties,the staff is friendly the perfume smells good lots of varieties,Positif
Cintya,7 months ago,"Good service, the sister explained very slowly ðŸ«¶ðŸ»ðŸ¤ â€¦",good service the sister explained very slowly ðÿ ðÿ ðÿ â,good service the sister explained very slowly ðÿ ðÿ ðÿ â,Positif
Eisya Delasfera,7 months ago,"Everything smells good and when I bought it, the staff named Siti was kind, friendly, and fun. Love SitiðŸ«°ðŸ» â€¦",everything smells good and when i bought it the staff named siti was kind friendly and fun love sitiðÿ ðÿ â,everything smells good and when i bought it the staff named siti was kind friendly and fun love sitiðÿ ðÿ â,Positif
zhavir RFB,7 months ago,Recommended parfume ðŸ‘ â€¦,recommended parfume ðÿ â,recommended parfume ðÿ â,Positif
Harmonila Dental Care,7 months ago,"Ka tasya and ka siti are the best, really great",ka tasya and ka siti are the best really great,ka tasya and ka siti are the best really great,Positif
Cicillia Samanta,7 months ago,Good parfume,good parfume,good parfume,Positif
Helen Budijanto,7 months ago,The product is very good. The service is also satisfactory.,the product is very good the service is also satisfactory,the product is very good the service is also satisfactory,Positif
Alenaaa,7 months ago,the perfume smells nice,the perfume smells nice,the perfume smells nice,Positif
Anela Sungkana,7 months ago,Good scent,good scent,good scent,Positif
gwen,7 months ago,"Good service, the perfume smells really good!! Recommended!",good service the perfume smells really good recommended,good service the perfume smells really good recommended,Positif
Tiffany Fiorencia,7 months ago,"very fragrant, friendly service",very fragrant friendly service,very fragrant friendly service,Positif
Kelele Mimimi,7 months ago,"good, fragrant, very friendly staff, 100% recommended",good fragrant very friendly staff recommended,good fragrant very friendly staff recommended,Positif
Nathalia M,7 months ago,The besttttðŸ˜ðŸ˜ðŸ«¶ðŸ» â€¦,the besttðÿ ðÿ ðÿ ðÿ â,the besttðÿ ðÿ ðÿ ðÿ â,Positif
Sherly Triyani,7 months ago,The service is very friendly.,the service is very friendly,the service is very friendly,Positif
Muhamad Fahri Putra Pratama,7 months ago,Saff & Co customers are welcome to get a discount promo and an additional bonus of 2 ml perfume.,saff co customers are welcome to get a discount promo and an additional bonus of ml perfume,saff co customers are welcome to get a discount promo and an additional bonus of ml perfume,Netral
Benedicta Vanesha,8 months ago,"It's so much fun, you can sniff it straight away, Siti is so friendly, I bought it straight away!!",it s so much fun you can sniff it straight away siti is so friendly i bought it straight away,it s so much fun you can sniff it straight away siti is so friendly i bought it straight away,Positif
Frederica,8 months ago,The perfume always smells so good! And the scent lasts so long ðŸ˜ â€¦,the perfume always smells so good and the scent lasts so long ðÿ â,the perfume always smells so good and the scent lasts so long ðÿ â,Positif
Christovin Sparrow,8 months ago,The service is good and the perfume smells good,the service is good and the perfume smells good,the service is good and the perfume smells good,Positif
celin jojo,8 months ago,The perfume smells good... the ladies are friendly,the perfume smells good the ladies are friendly,the perfume smells good the ladies are friendly,Positif
Mustika Rengganis,8 months ago,Long lasting fragrance,long lasting fragrance,long lasting fragrance,Positif
Ratih Rosalina,8 months ago,"The fragrance is topppp, the waiter is cool, explaining the details is topppp",the fragrance is topp the waiter is cool explaining the details is topp,the fragrance is topp the waiter is cool explaining the details is topp,Positif
Jonathan Christandy Simamora,8 months ago,GOOD GREAT COOL I LIKE SAFF & CO,good great cool i like saff co,good great cool i like saff co,Positif
Daniel Novianto,8 months ago,The perfume is great and long lasting,the perfume is great and long lasting,the perfume is great and long lasting,Positif
Hey Mel TV,8 months ago,"The perfume is long-lasting, smells really good & the staff are friendly too.",the perfume is long lasting smells really good the staff are friendly too,the perfume is long lasting smells really good the staff are friendly too,Positif
muhammad rafli,8 months ago,Good fragrance and packaging,good fragrance and packaging,good fragrance and kemasan,Positif
Martinus willy,8 months ago,her brother is kind and friendly,her brother is kind and friendly,her brother is kind and friendly,Positif
vanessa flo,8 months ago,"Ms. Siti is very kind, her service is super good. I will definitely continue to be a regular customer.",ms siti is very kind her service is super good i will definitely continue to be a regular customer,ms siti is very kind her service is super good i will definitely continue to be a regular customer,Positif
willy ardi,8 months ago,"His sister is beautiful, her name is Siti.",his sister is beautiful her name is siti,his sister is beautiful her name is siti,Positif
Karel Alexander,8 months ago,Shop n drive,shop n drive,shop n drive,Netral
Mila Nurhayati,8 months ago,"The scent is fresh and sweet but doesn't make you dizzy, the longer you use it, the fresher it becomes.",the scent is fresh and sweet but doesn t make you dizzy the longer you use it the fresher it becomes,the scent is fresh and sweet but doesn t make you dizzy the longer you use it the fresher it becomes,Positif
siu chen,8 months ago,I love the fragrances... I'm confused about which one to choose.... They smell really good ðŸ˜ â€¦,i love the fragrances i m confused about which one to choose they smell really good ðÿ â,i love the fragrances i m confused about which one to choose they smell really good ðÿ â,Positif
niken ayu,8 months ago,Complete variants and good service,complete variants and good service,complete variants and good service,Positif
Kimdun Love,8 months ago,It smells delicious... the lady is very friendly ðŸ‘ðŸ˜Š â€¦,it smells delicious the lady is very friendly ðÿ ðÿ š â,it smells delicious the lady is very friendly ðÿ ðÿ š â,Positif
afrida azizah,8 months ago,"The service is really excellent, the perfume is really nice and long lasting.",the service is really excellent the perfume is really nice and long lasting,the service is really excellent the perfume is really nice and long lasting,Positif
Iki Rjb,8 months ago,"Miss, she's beautiful â¤ï¸",miss she s beautiful â ï,miss she s beautiful â ï,Positif
Rizki Fadli,8 months ago,The ladies are very friendly,the ladies are very friendly,the ladies are very friendly,Positif
Ratih Dipa,8 months ago,Staff ramah bgtt,staff ramah bgtt,staff ramah sangat,Netral
tia hestia,8 months ago,"Finally, there is an offline store in Serpong",finally there is an offline store in serpong,finally there is an offline store in serpong,Netral
Wawanadi wijaya,8 months ago,Strategic location,strategic location,strategic location,Netral
utuz queen,8 months ago,nice fragrances,nice fragrances,nice fragrances,Positif
Tasya Aprilia,8 months ago,"The service is good and friendly, the perfume is really nice, the Ostara one",the service is good and friendly the perfume is really nice the ostara one,the service is good and friendly the perfume is really nice the ostara one,Positif
Indah Rizky Febrinanda Tito,8 months ago,"The service is very good, helpful and I got a decent discount.",the service is very good helpful and i got a decent discount,the service is very good helpful and i got a decent discount,Positif
Readynata mahersyah Nahyudin,9 months ago,"The sales assistant explained the product well, the staff's attitude was good and friendly.",the sales assistant explained the product well the staff s attitude was good and friendly,the sales assistant explained the product well the staff s attitude was good and friendly,Positif
Sportby Tipsy,9 months ago,"The perfume is delicious, highly recommended",the perfume is delicious highly recommended,the perfume is delicious highly recommended,Positif
Andre Saputra Mayan Pandilih,9 months ago,ðŸ«¶ðŸ«¶ðŸ«¶ â€¦,ðÿ ðÿ ðÿ â,ðÿ ðÿ ðÿ â,Netral
Brenda Laurence,9 months ago,"The pop-up is so cute, the staff is super friendly and helpful!! I would definitely repurchase here!ðŸ¤—ðŸ«¶ðŸ» â€¦",the pop up is so cute the staff is super friendly and helpful i would definitely repurchase here ðÿ ðÿ ðÿ â,the pop up is so cute the staff is super friendly and helpful i would definitely repurchase here ðÿ ðÿ ðÿ â,Positif
Chelsea Alexandria Renatha Julianne Tamba,9 months ago,"The pop up is really interesting, the staff are all nice and the service is nice",the pop up is really interesting the staff are all nice and the service is nice,the pop up is really interesting the staff are all nice and the service is nice,Positif
Dedi Muhrozi,9 months ago,The service is good and the explanation to consumers is complete.,the service is good and the explanation to consumers is complete,the service is good and the explanation to consumers is complete,Positif
christian jonathan,9 months ago,The service is friendly and responsive,the service is friendly and responsive,the service is friendly and responsive,Positif
Yudha Guruh Hutomo,9 months ago,Finally present at Summarecon Serpong,finally present at summarecon serpong,finally present at summarecon serpong,Netral
Nur Sya Bannia,9 months ago,"Long-lasting perfume, many new variants ðŸ¥°ðŸ˜Š â€¦",long lasting perfume many new variants ðÿ ðÿ š â,long lasting perfume many new variants ðÿ ðÿ š â,Positif
jenny halim,9 months ago,"Wangiii nyaa awet, my fav local brand perfume ðŸ¥° â€¦",wangii nyaa awet my fav local brand perfume ðÿ â,sangat harum nyaa awet my fav local brand perfume ðÿ â,Positif
Azmi Arrasyid,9 months ago,The service is very interesting,the service is very interesting,the service is very interesting,Netral
Hawt _ Sauce,9 months ago,The place is really cool and the perfume is also nice,the place is really cool and the perfume is also nice,the place is really cool and the perfume is also nice,Positif
Nur Hardian,9 months ago,complete there is also a new variant of kirithra,complete there is also a new variant of kirithra,complete there is also a new variant of kirithra,Positif
JP Marbun,9 months ago,good product and friendly staff,good product and friendly staff,good product and friendly staff,Positif
marina prawira,9 months ago,Staff probably. Sample sample complete.,staff probably sample sample complete,staff probably sample sample complete,Positif
Mami Nelo,9 months ago,"Lots of bonuses, smells good..",lots of bonuses smells good,lots of bonuses smells good,Positif
Natalie Marbun,9 months ago,The scent is really attractiveðŸ˜ â€¦,the scent is really attractiveðÿ â,the scent is really attractiveðÿ â,Netral
Sarah Pamela Lucynda Tambunan,9 months ago,"It smells good, the sales person is friendly",it smells good the sales person is friendly,it smells good the sales person is friendly,Positif
Theresya Rafaela,9 months ago,The waiter was nice and the perfume was fragrant and the tester was complete.,the waiter was nice and the perfume was fragrant and the tester was complete,the waiter was nice and the perfume was fragrant and the tester was complete,Positif
Naomi Christabel Aritonang,9 months ago,"good service, friendly!!",good service friendly,good service friendly,Positif
soraya visser,9 months ago,It smells good.. the sales are also nice and friendly,it smells good the sales are also nice and friendly,it smells good the sales are also nice and friendly,Positif
Yes Faw,9 months ago,The perfume smells very fresh and long lasting,the perfume smells very fresh and long lasting,the perfume smells very fresh and long lasting,Positif
nayla andhini,9 months ago,"delicacy taste of flavours, natural indgredients and scene, powerfull trancendence fume",delicacy taste of flavours natural indgredients and scene powerfull trancendence fume,delicacy taste of flavours natural indgredients and scene powerfull trancendence fume,Netral
Anggriawan Elrond,9 months ago,"Good taste , strong perfume, incredible packaging",good taste strong perfume incredible packaging,good taste strong perfume incredible kemasan,Positif
Talissa Alexandra,9 months ago,Nice place,nice place,nice place,Positif
Firda Herlina Dewi,9 months ago,"The service is good, there are many variants and the fragrance is really delicious.",the service is good there are many variants and the fragrance is really delicious,the service is good there are many variants and the fragrance is really delicious,Positif
Mirella Kirsty,9 months ago,"The service is sooooo good, the scent is soooooo good! Love saff&co so much",the service is soo good the scent is soo good love saff co so much,the service is soo good the scent is soo good love saff co so much,Positif
Ikmal Muhammad,9 months ago,I like Maleali and Solaris. The drydown is nice. The staff is also friendly. Thanks.,i like maleali and solaris the drydown is nice the staff is also friendly thanks,i like maleali and solaris the drydown is nice the staff is also friendly thanks,Positif
Syafi M,9 months ago,Good perfume with affordable price,good perfume with affordable price,good perfume with affordable price,Positif
Intan Khairunnisa,9 months ago,"Good service, the perfume smells really good! Got lots of discounts too",good service the perfume smells really good got lots of discounts too,good service the perfume smells really good got lots of discounts too,Positif
Nadha Salma,9 months ago,"Saff & Co. already has a booth at SMS, so come stop by ðŸ¤© â€¦",saff co already has a booth at sms so come stop by ðÿ â,saff co already has a booth at sms so come stop by ðÿ â,Positif
Dinda Putut Ayu Juwita,9 months ago,"Sotb perfume lasts all day, I love the scent. Best",sotb perfume lasts all day i love the scent best,sotb perfume lasts all day i love the scent best,Positif
Dwi Thasya Febryanti,9 months ago,The service is good & it's perfect that there's a discount ðŸ¤— â€¦,the service is good it s perfect that there s a discount ðÿ â,the service is good it s perfect that there s a discount ðÿ â,Positif
Reza Aditya Pratama,9 months ago,"All good, good service and very welcoming. I bought here and will come again.",all good good service and very welcoming i bought here and will come again,all good good service and very welcoming i bought here and will come again,Positif
Uncle J,9 months ago,Smells so good âœ¨ðŸ¤ðŸ» â€¦,smells so good âœ ðÿ ðÿ â,smells so good âœ ðÿ ðÿ â,Positif
Rudy Martha,9 months ago,"The fragrance is fresh, long-lasting, and doesn't cause headaches. The price is also very affordable.",the fragrance is fresh long lasting and doesn t cause headaches the price is also very affordable,the fragrance is fresh long lasting and doesn t cause headaches the price is also very affordable,Positif
sonya natalia,9 months ago,"Good service, clear explanation",good service clear explanation,good service clear explanation,Positif
